matchId,summonerName,riotIdGameName,riotIdTagline,teamId,champion,win,kills,deaths,assists,gold,damage_total,damage_magic,damage_physical,damage_true,item0,item1,item2,item3,item4,item5,item6,team_champs,enemy_champs,spell1,spell2,rune_core,rune_sub,rune_shards
KR_7775267167,짜냐옹#3NSHU,짜냐옹,3NSHU,100,Diana,0,17,13,23,15646,43806,38646,1949,3210,마법사의 신발,마법공학 로켓 벨트,존야의 모래시계,그림자불꽃,폭풍 쇄도,쓸데없이 큰 지팡이,포로 간식,"['Diana', 'FiddleSticks', 'Caitlyn', 'Anivia', 'MissFortune']","['Bard', 'KSante', 'Brand', 'Corki', 'Kayn']",표식,점멸,정복자,지배,적응형 능력치 +9|적응형 능력치 +9|체력 +15~90
KR_7775267167,근거리 미#8463,근거리 미,8463,100,FiddleSticks,0,7,18,30,12715,29968,29188,0,780,악의,그림자불꽃,라바돈의 죽음모자,공허의 지팡이,,,허수아비,"['Diana', 'FiddleSticks', 'Caitlyn', 'Anivia', 'MissFortune']","['Bard', 'KSante', 'Brand', 'Corki', 'Kayn']",유체화,점멸,어둠의 수확,마법,적응형 능력치 +9|적응형 능력치 +9|체력 +15~90
KR_7775267167,동구는공주야#KR1,동구는공주야,KR1,100,Caitlyn,0,10,12,28,14578,29934,1156,28700,77,윤 탈 야생화살,광전사의 군화,무한의 대검,고속 연사포,도미닉 경의 인사,롱소드,포로 간식,"['Diana', 'FiddleSticks', 'Caitlyn', 'Anivia', 'MissFortune']","['Bard', 'KSante', 'Brand', 'Corki', 'Kayn']",정화,점멸,,지배,공속 +10%|적응형 능력치 +9|체력 +15~90
KR_7775267167,뽀 솔#1111,뽀 솔,1111,100,Anivia,0,8,7,21,13168,17545,14715,912,1917,악의,대천사의 포옹,리안드리의 고통,마법사의 신발,거인의 허리띠,망각의 구,포로 간식,"['Diana', 'FiddleSticks', 'Caitlyn', 'Anivia', 'MissFortune']","['Bard', 'KSante', 'Brand', 'Corki', 'Kayn']",탈진,점멸,어둠의 수확,정밀,적응형 능력치 +9|적응형 능력치 +9|5011
KR_7775267167,우힝팬더#KR1,우힝팬더,KR1,100,MissFortune,0,15,6,24,14641,32895,1744,29065,2085,화공 펑크 사슬검,B.F. 대검,광전사의 군화,세릴다의 원한,원칙의 원형낫,징수의 총,포로 간식,"['Diana', 'FiddleSticks', 'Caitlyn', 'Anivia', 'MissFortune']","['Bard', 'KSante', 'Brand', 'Corki', 'Kayn']",점멸,정화,어둠의 수확,정밀,적응형 능력치 +9|적응형 능력치 +9|체력 +15~90
KR_7775267167,hay#KR1,hay,KR1,200,Bard,1,14,11,30,15234,26028,20912,2640,2475,마법공학 로켓 벨트,마법사의 신발,그림자불꽃,폭풍 쇄도,리치베인,,포로 간식,"['Bard', 'KSante', 'Brand', 'Corki', 'Kayn']","['Diana', 'FiddleSticks', 'Caitlyn', 'Anivia', 'MissFortune']",점화,점멸,칼날비,정밀,적응형 능력치 +9|적응형 능력치 +9|체력 +15~90
KR_7775267167,동민30#KR1,동민30,KR1,200,KSante,1,6,12,25,13667,22390,3361,15822,3207,헤르메스의 발걸음,얼어붙은 건틀릿,끝없는 절망,가시 갑옷,워모그의 갑옷,,포로 간식,"['Bard', 'KSante', 'Brand', 'Corki', 'Kayn']","['Diana', 'FiddleSticks', 'Caitlyn', 'Anivia', 'MissFortune']",표식,점멸,착취의 손아귀,정밀,공속 +10%|체력 +15~90|체력 +15~90
KR_7775267167,토라토스#KR1,토라토스,KR1,200,Brand,1,10,11,29,15374,33650,31425,1108,1116,리안드리의 고통,악의,라일라이의 수정홀,그림자불꽃,사라진 양피지,마법사의 신발,포로 간식,"['Bard', 'KSante', 'Brand', 'Corki', 'Kayn']","['Diana', 'FiddleSticks', 'Caitlyn', 'Anivia', 'MissFortune']",탈진,점멸,어둠의 수확,정밀,적응형 능력치 +9|적응형 능력치 +9|체력 +15~90
KR_7775267167,Neung#0774,Neung,0774,200,Corki,1,17,8,19,17175,33634,6473,24415,2745,삼위일체,무라마나,헤르메스의 발걸음,쇼진의 창,칠흑의 양날 도끼,마법무효화의 망토,포로 간식,"['Bard', 'KSante', 'Brand', 'Corki', 'Kayn']","['Diana', 'FiddleSticks', 'Caitlyn', 'Anivia', 'MissFortune']",유체화,점멸,어둠의 수확,정밀,공속 +10%|적응형 능력치 +9|체력 +15~90
KR_7775267167,구의사거리#KR1,구의사거리,KR1,200,Kayn,1,9,18,17,13741,19659,0,18602,1057,무라마나,갈라진 하늘,헤르메스의 발걸음,죽음의 무도,정령의 형상,롱소드,,"['Bard', 'KSante', 'Brand', 'Corki', 'Kayn']","['Diana', 'FiddleSticks', 'Caitlyn', 'Anivia', 'MissFortune']",표식,점멸,정복자,지배,적응형 능력치 +9|적응형 능력치 +9|체력 +15~90
KR_7750298473,아이디길게해보자어디까지되나확인#KR2,아이디길게해보자어디까지되나확인,KR2,100,Caitlyn,0,0,0,0,2091,1429,52,1376,0,B.F. 대검,,,,,,포로 간식,"['Caitlyn', 'Jax', 'Lissandra', 'Orianna', 'MissFortune']","['Rumble', 'Galio', 'Kalista', 'Volibear', 'Rell']",유체화,점멸,집중 공격,마법,공속 +10%|적응형 능력치 +9|체력 +15~90
KR_7750298473,차가운하마#777,차가운하마,777,100,Jax,0,0,1,0,2069,100,71,0,28,광휘의 검,루비 수정,,,,,,"['Caitlyn', 'Jax', 'Lissandra', 'Orianna', 'MissFortune']","['Rumble', 'Galio', 'Kalista', 'Volibear', 'Rell']",표식,점멸,정복자,지배,공속 +10%|적응형 능력치 +9|체력 +15~90
KR_7750298473,칼든강도#히든올가,칼든강도,히든올가,100,Lissandra,0,0,0,0,2049,110,80,0,30,억겁의 카탈리스트,체력 물약,,,,,포로 간식,"['Caitlyn', 'Jax', 'Lissandra', 'Orianna', 'MissFortune']","['Rumble', 'Galio', 'Kalista', 'Volibear', 'Rell']",표식,점멸,어둠의 수확,마법,적응형 능력치 +9|적응형 능력치 +9|체력 +15~90
KR_7750298473,퇴 물#노망주,퇴 물,노망주,100,Orianna,0,0,1,0,2063,715,608,58,47,사라진 양피지,,,,,,포로 간식,"['Caitlyn', 'Jax', 'Lissandra', 'Orianna', 'MissFortune']","['Rumble', 'Galio', 'Kalista', 'Volibear', 'Rell']",유체화,점멸,어둠의 수확,정밀,적응형 능력치 +9|적응형 능력치 +9|체력 +15~90
KR_7750298473,제로콜라왜먹음#0000,제로콜라왜먹음,0000,100,MissFortune,0,0,0,0,1889,0,0,0,0,여신의 눈물,운명의 재,,,,,포로 간식,"['Caitlyn', 'Jax', 'Lissandra', 'Orianna', 'MissFortune']","['Rumble', 'Galio', 'Kalista', 'Volibear', 'Rell']",탈진,점멸,어둠의 수확,정밀,적응형 능력치 +9|적응형 능력치 +9|체력 +15~90
KR_7750298473,전과4범 형수#KR1,전과4범 형수,KR1,200,Rumble,1,0,0,1,2052,729,636,59,33,기괴한 가면,,,,,,포로 간식,"['Rumble', 'Galio', 'Kalista', 'Volibear', 'Rell']","['Caitlyn', 'Jax', 'Lissandra', 'Orianna', 'MissFortune']",표식,점멸,어둠의 수확,정밀,적응형 능력치 +9|적응형 능력치 +9|체력 +15~90
KR_7750298473,행복몽구#KR1,행복몽구,KR1,200,Galio,1,1,0,1,2346,386,326,0,60,거인의 허리띠,여신의 눈물,,,,,포로 간식,"['Rumble', 'Galio', 'Kalista', 'Volibear', 'Rell']","['Caitlyn', 'Jax', 'Lissandra', 'Orianna', 'MissFortune']",점멸,표식,여진,정밀,스킬가속 +8|체력 +15~90|체력 +15~90
KR_7750298473,카우링스따#KR1,카우링스따,KR1,200,Kalista,1,0,0,1,2204,499,0,499,0,톱날 단검,롱소드,,,,,포로 간식,"['Rumble', 'Galio', 'Kalista', 'Volibear', 'Rell']","['Caitlyn', 'Jax', 'Lissandra', 'Orianna', 'MissFortune']",점멸,정화,칼날비,정밀,공속 +10%|적응형 능력치 +9|체력 +15~90
KR_7750298473,powehi#8789,powehi,8789,200,Volibear,1,0,0,2,2071,401,169,231,0,거인의 허리띠,루비 수정,,,,,포로 간식,"['Rumble', 'Galio', 'Kalista', 'Volibear', 'Rell']","['Caitlyn', 'Jax', 'Lissandra', 'Orianna', 'MissFortune']",표식,점멸,착취의 손아귀,정밀,공속 +10%|체력 +15~90|체력 +15~90
KR_7750298473,15시즌진현#KR1,15시즌진현,KR1,200,Rell,1,1,0,1,2248,133,94,39,0,수호자의 뿔피리,여신의 눈물,체력 물약,,,,포로 간식,"['Rumble', 'Galio', 'Kalista', 'Volibear', 'Rell']","['Caitlyn', 'Jax', 'Lissandra', 'Orianna', 'MissFortune']",표식,점멸,여진,정밀,스킬가속 +8|체력 +15~90|체력 +15~90
KR_7772050971,니이트#KR1,니이트,KR1,100,Ryze,1,13,5,23,13519,33274,32574,699,0,쓸데없이 큰 지팡이,영겁의 지팡이,대천사의 포옹,마법사의 신발,얼어붙은 심장,쓸데없이 큰 지팡이,,"['Ryze', 'Zed', 'Malphite', 'Yuumi', 'MasterYi']","['Akali', 'Sivir', 'Gragas', 'Ezreal', 'Gangplank']",점멸,유체화,난입,정밀,적응형 능력치 +9|적응형 능력치 +9|체력 +15~90
KR_7772050971,LKatarina#KR1,LKatarina,KR1,100,Zed,1,12,12,19,10972,25148,1223,23866,58,월식,콜필드의 전투 망치,,징수의 총,원칙의 원형낫,명석함의 아이오니아 장화,포로 간식,"['Ryze', 'Zed', 'Malphite', 'Yuumi', 'MasterYi']","['Akali', 'Sivir', 'Gragas', 'Ezreal', 'Gangplank']",유체화,점멸,감전,마법,적응형 능력치 +9|적응형 능력치 +9|체력 +15~90
KR_7772050971,제설낫#KR1,제설낫,KR1,100,Malphite,1,8,9,21,10844,16520,10763,4931,825,수호자의 뿔피리,강철심장,악의,장화,끝없는 절망,,,"['Ryze', 'Zed', 'Malphite', 'Yuumi', 'MasterYi']","['Akali', 'Sivir', 'Gragas', 'Ezreal', 'Gangplank']",점멸,표식,착취의 손아귀,정밀,스킬가속 +8|체력 +15~90|체력 +15~90
KR_7772050971,PearLess#KR1,PearLess,KR1,100,Yuumi,1,9,2,40,11785,21737,20073,234,1430,밴들유리 거울,대천사의 포옹,루덴의 동반자,악마의 마법서,빛나는 티끌,,포로 간식,"['Ryze', 'Zed', 'Malphite', 'Yuumi', 'MasterYi']","['Akali', 'Sivir', 'Gragas', 'Ezreal', 'Gangplank']",탈진,점화,콩콩이 소환,정밀,적응형 능력치 +9|적응형 능력치 +9|체력 +15~90
KR_7772050971,백여우 미향#KR1,백여우 미향,KR1,100,MasterYi,1,8,14,15,10634,17898,1013,14662,2222,광전사의 군화,몰락한 왕의 검,구인수의 격노검,크라켄 학살자,,,포로 간식,"['Ryze', 'Zed', 'Malphite', 'Yuumi', 'MasterYi']","['Akali', 'Sivir', 'Gragas', 'Ezreal', 'Gangplank']",유체화,점멸,집중 공격,지배,공속 +10%|적응형 능력치 +9|체력 +15~90
KR_7772050971,Nunuzzdenuz#888,Nunuzzdenuz,888,200,Akali,0,13,9,16,11652,21390,19779,1009,601,마법공학 로켓 벨트,마법사의 신발,그림자불꽃,폭풍 쇄도,쓸데없이 큰 지팡이,,포로 간식,"['Akali', 'Sivir', 'Gragas', 'Ezreal', 'Gangplank']","['Ryze', 'Zed', 'Malphite', 'Yuumi', 'MasterYi']",표식,점멸,정복자,지배,적응형 능력치 +9|적응형 능력치 +9|체력 +15~90
KR_7772050971,Ainz Ooal Gown#KR01,Ainz Ooal Gown,KR01,200,Sivir,0,9,11,22,11627,22371,73,22298,0,윤 탈 야생화살,광전사의 군화,나보리 명멸검,무한의 대검,처형인의 대검,롱소드,포로 간식,"['Akali', 'Sivir', 'Gragas', 'Ezreal', 'Gangplank']","['Ryze', 'Zed', 'Malphite', 'Yuumi', 'MasterYi']",유체화,점멸,,지배,공속 +10%|적응형 능력치 +9|체력 +15~90
KR_7772050971,김째깐#KR1,김째깐,KR1,200,Gragas,0,4,9,22,9421,15286,13106,928,1251,악의,마법사의 신발,루덴의 동반자,마법공학 교류 발전기,에테르 환영,,포로 간식,"['Akali', 'Sivir', 'Gragas', 'Ezreal', 'Gangplank']","['Ryze', 'Zed', 'Malphite', 'Yuumi', 'MasterYi']",표식,점멸,어둠의 수확,정밀,적응형 능력치 +9|적응형 능력치 +9|체력 +15~90
KR_7772050971,호볼이는말랑말랑#KR1,호볼이는말랑말랑,KR1,200,Ezreal,0,4,10,26,10515,22388,6474,15914,0,무라마나,삼위일체,곡괭이,판금 장화,땅굴 채굴기,루비 수정,포로 간식,"['Akali', 'Sivir', 'Gragas', 'Ezreal', 'Gangplank']","['Ryze', 'Zed', 'Malphite', 'Yuumi', 'MasterYi']",탈진,점멸,정복자,마법,공속 +10%|적응형 능력치 +9|체력 +15~90
KR_7772050971,분탕좀치지마#KR1,분탕좀치지마,KR1,200,Gangplank,0,12,11,16,11136,17202,2101,11631,3470,징수의 총,삼위일체,충전형 물약,원칙의 원형낫,명석함의 아이오니아 장화,민첩성의 망토,포로 간식,"['Akali', 'Sivir', 'Gragas', 'Ezreal', 'Gangplank']","['Ryze', 'Zed', 'Malphite', 'Yuumi', 'MasterYi']",표식,점멸,어둠의 수확,마법,적응형 능력치 +9|적응형 능력치 +9|체력 +15~90
KR_7740309635,밥남기는남기#KR1,밥남기는남기,KR1,100,Singed,0,7,12,31,12914,29338,26903,756,1678,영겁의 지팡이,라일라이의 수정홀,리안드리의 고통,신속의 장화,망자의 갑옷,,포로 간식,"['Singed', 'Viktor', 'Zed', 'Zoe', 'Katarina']","['Vex', 'Amumu', 'Trundle', 'Akali', 'Senna']",표식,점멸,정복자,마법,적응형 능력치 +9|적응형 능력치 +9|체력 +15~90
KR_7740309635,좋은게 좋은거지#OBDB,좋은게 좋은거지,OBDB,100,Viktor,0,9,12,30,13362,22793,22184,609,0,루덴의 동반자,리치베인,방출의 마법봉,그림자불꽃,망각의 구,마법사의 신발,포로 간식,"['Singed', 'Viktor', 'Zed', 'Zoe', 'Katarina']","['Vex', 'Amumu', 'Trundle', 'Akali', 'Senna']",유체화,점멸,어둠의 수확,정밀,적응형 능력치 +9|적응형 능력치 +9|체력 +15~90
KR_7740309635,괜찮아 동하야#KR1,괜찮아 동하야,KR1,100,Zed,0,23,10,20,16308,44528,1390,40674,2463,오만,명석함의 아이오니아 장화,세릴다의 원한,쇼진의 창,원칙의 원형낫,월식,포로 간식,"['Singed', 'Viktor', 'Zed', 'Zoe', 'Katarina']","['Vex', 'Amumu', 'Trundle', 'Akali', 'Senna']",표식,점멸,어둠의 수확,정밀,적응형 능력치 +9|적응형 능력치 +9|체력 +15~90
KR_7740309635,금붕어#아줌마,금붕어,아줌마,100,Zoe,0,7,13,30,11720,26531,19451,1646,5434,루덴의 동반자,망각의 구,그림자불꽃,리치베인,,마법사의 신발,포로 간식,"['Singed', 'Viktor', 'Zed', 'Zoe', 'Katarina']","['Vex', 'Amumu', 'Trundle', 'Akali', 'Senna']",점화,점멸,어둠의 수확,정밀,적응형 능력치 +9|적응형 능력치 +9|체력 +15~90
KR_7740309635,넓을호하늘천#KR1,넓을호하늘천,KR1,100,Katarina,0,7,14,30,12603,31096,13881,15457,1757,강철심장,거대한 히드라,몰락한 왕의 검,온기가 필요한 자의 도끼,단검,헤르메스의 발걸음,포로 간식,"['Singed', 'Viktor', 'Zed', 'Zoe', 'Katarina']","['Vex', 'Amumu', 'Trundle', 'Akali', 'Senna']",표식,점멸,정복자,지배,적응형 능력치 +9|적응형 능력치 +9|체력 +15~90
KR_7740309635,AlPha DogY#KR1,AlPha DogY,KR1,200,Vex,1,15,11,22,14034,33298,29013,1560,2724,쓸데없이 큰 지팡이,,존야의 모래시계,루덴의 동반자,그림자불꽃,마법사의 신발,포로 간식,"['Vex', 'Amumu', 'Trundle', 'Akali', 'Senna']","['Singed', 'Viktor', 'Zed', 'Zoe', 'Katarina']",표식,점멸,어둠의 수확,정밀,적응형 능력치 +9|적응형 능력치 +9|체력 +15~90
KR_7740309635,꽁끼낑깡낑꽁깡꽁#KR1,꽁끼낑깡낑꽁깡꽁,KR1,200,Amumu,1,13,11,27,14158,23739,17792,2528,3419,공허한 광휘,종말의 겨울,헤르메스의 발걸음,심연의 가면,가시 갑옷,마법무효화의 망토,포로 간식,"['Vex', 'Amumu', 'Trundle', 'Akali', 'Senna']","['Singed', 'Viktor', 'Zed', 'Zoe', 'Katarina']",표식,점멸,여진,지배,스킬가속 +8|체력 +15~90|체력 +15~90
KR_7740309635,Nunuzzdenuz#888,Nunuzzdenuz,888,200,Trundle,1,23,9,19,16168,43583,4631,38098,853,갈라진 하늘,헤르메스의 발걸음,삼위일체,정령의 형상,몰락한 왕의 검,롱소드,포로 간식,"['Vex', 'Amumu', 'Trundle', 'Akali', 'Senna']","['Singed', 'Viktor', 'Zed', 'Zoe', 'Katarina']",표식,점멸,착취의 손아귀,정밀,공속 +10%|체력 +15~90|체력 +15~90
KR_7740309635,김정우#1030,김정우,1030,200,Akali,1,9,13,22,12185,29277,26056,1562,1658,폭풍 쇄도,존야의 모래시계,마법사의 신발,방출의 마법봉,그림자불꽃,,포로 간식,"['Vex', 'Amumu', 'Trundle', 'Akali', 'Senna']","['Singed', 'Viktor', 'Zed', 'Zoe', 'Katarina']",점멸,표식,정복자,지배,적응형 능력치 +9|적응형 능력치 +9|체력 +15~90
KR_7740309635,에 휴#ehyu,에 휴,ehyu,200,Senna,1,1,9,49,12577,15043,3568,11317,157,스태틱의 단검,칠흑의 양날 도끼,고속 연사포,신속의 장화,곡괭이,민첩성의 망토,포로 간식,"['Vex', 'Amumu', 'Trundle', 'Akali', 'Senna']","['Singed', 'Viktor', 'Zed', 'Zoe', 'Katarina']",유체화,점멸,기민한 발놀림,영감,공속 +10%|적응형 능력치 +9|체력 +15~90
KR_7733035584,Captain Jang#jini,Captain Jang,jini,100,Nocturne,0,20,18,19,18524,48103,1747,41109,5246,망령 해적검,무라마나,오만,명석함의 아이오니아 장화,원칙의 원형낫,징수의 총,포로 간식,"['Nocturne', 'Khazix', 'Ziggs', 'Taliyah', 'Yunara']","['Ahri', 'LeeSin', 'Aatrox', 'AurelionSol', 'Xerath']",표식,점멸,어둠의 수확,정밀,공속 +10%|적응형 능력치 +9|체력 +15~90
KR_7733035584,집 가고 싶다#집 보내줘,집 가고 싶다,집 보내줘,100,Khazix,0,26,18,14,18935,45938,2335,37985,5617,오만,망령 해적검,무라마나,월식,징수의 총,벼락폭풍검,포로 간식,"['Nocturne', 'Khazix', 'Ziggs', 'Taliyah', 'Yunara']","['Ahri', 'LeeSin', 'Aatrox', 'AurelionSol', 'Xerath']",점멸,표식,어둠의 수확,정밀,적응형 능력치 +9|적응형 능력치 +9|체력 +15~90
KR_7733035584,이젠진짜게임안하고공부할꺼임#오늘만하고,이젠진짜게임안하고공부할꺼임,오늘만하고,100,Ziggs,0,8,11,33,16226,43403,37719,563,5121,어둠불꽃 횃불,악의,리안드리의 고통,명석함의 아이오니아 장화,그림자불꽃,모렐로노미콘,포로 간식,"['Nocturne', 'Khazix', 'Ziggs', 'Taliyah', 'Yunara']","['Ahri', 'LeeSin', 'Aatrox', 'AurelionSol', 'Xerath']",점멸,표식,어둠의 수확,정밀,적응형 능력치 +9|적응형 능력치 +9|체력 +15~90
KR_7733035584,생화학미사일#KR1,생화학미사일,KR1,100,Taliyah,0,6,16,23,15579,37933,34529,216,3187,대천사의 포옹,마법사의 신발,그림자불꽃,어둠불꽃 횃불,망각의 구,공허의 지팡이,포로 간식,"['Nocturne', 'Khazix', 'Ziggs', 'Taliyah', 'Yunara']","['Ahri', 'LeeSin', 'Aatrox', 'AurelionSol', 'Xerath']",점멸,유체화,어둠의 수확,정밀,적응형 능력치 +9|적응형 능력치 +9|체력 +15~90
KR_7733035584,태 림#INFP,태 림,INFP,100,Yunara,0,2,16,36,14821,35818,29971,2309,3537,루덴의 동반자,폭풍 쇄도,공허의 지팡이,라바돈의 죽음모자,마법공학 교류 발전기,마법사의 신발,,"['Nocturne', 'Khazix', 'Ziggs', 'Taliyah', 'Yunara']","['Ahri', 'LeeSin', 'Aatrox', 'AurelionSol', 'Xerath']",표식,점멸,신비로운 유성,영감,적응형 능력치 +9|적응형 능력치 +9|5011
KR_7733035584,그날너는#8271,그날너는,8271,200,Ahri,1,18,14,20,16924,28001,22406,768,4827,존야의 모래시계,그림자불꽃,폭풍 쇄도,마법사의 신발,라바돈의 죽음모자,루덴의 동반자,포로 간식,"['Ahri', 'LeeSin', 'Aatrox', 'AurelionSol', 'Xerath']","['Nocturne', 'Khazix', 'Ziggs', 'Taliyah', 'Yunara']",표식,점멸,감전,마법,적응형 능력치 +9|적응형 능력치 +9|체력 +15~90
KR_7733035584,포이즌쿠킹마스터#KR1,포이즌쿠킹마스터,KR1,200,LeeSin,1,25,12,32,20242,42891,8133,31757,3000,월식,헤르메스의 발걸음,갈라진 하늘,죽음의 무도,맬모셔스의 아귀,칠흑의 양날 도끼,포로 간식,"['Ahri', 'LeeSin', 'Aatrox', 'AurelionSol', 'Xerath']","['Nocturne', 'Khazix', 'Ziggs', 'Taliyah', 'Yunara']",표식,점멸,어둠의 수확,정밀,적응형 능력치 +9|적응형 능력치 +9|체력 +15~90
KR_7733035584,마누라몰래롤꿀잼#KR1,마누라몰래롤꿀잼,KR1,200,Aatrox,1,7,13,31,15550,29795,3111,24901,1782,강철심장,헤르메스의 발걸음,정령의 형상,죽음의 무도,끝없는 절망,땅굴 채굴기,포로 간식,"['Ahri', 'LeeSin', 'Aatrox', 'AurelionSol', 'Xerath']","['Nocturne', 'Khazix', 'Ziggs', 'Taliyah', 'Yunara']",표식,점멸,정복자,지배,적응형 능력치 +9|적응형 능력치 +9|체력 +15~90
KR_7733035584,박 진진#1602,박 진진,1602,200,AurelionSol,1,17,13,36,17740,32509,29829,197,2482,영겁의 지팡이,마법사의 신발,대천사의 포옹,라일라이의 수정홀,리안드리의 고통,핏빛 저주,포로 간식,"['Ahri', 'LeeSin', 'Aatrox', 'AurelionSol', 'Xerath']","['Nocturne', 'Khazix', 'Ziggs', 'Taliyah', 'Yunara']",유체화,점멸,어둠의 수확,마법,적응형 능력치 +9|적응형 능력치 +9|체력 +15~90
KR_7733035584,지금플레이GO#KR1,지금플레이GO,KR1,200,Xerath,1,12,11,38,16950,37925,36152,834,938,어둠불꽃 횃불,마법사의 신발,존야의 모래시계,리안드리의 고통,지평선의 초점,무덤꽃,포로 간식,"['Ahri', 'LeeSin', 'Aatrox', 'AurelionSol', 'Xerath']","['Nocturne', 'Khazix', 'Ziggs', 'Taliyah', 'Yunara']",점멸,탈진,어둠의 수확,마법,스킬가속 +8|적응형 능력치 +9|체력 +15~90
